838435,104.405,1
1691723,105.875,2
2588859,147.285,3
3514129,147.375,4
4447602,147.52,5
5386743,147.135,6
6359237,147.21,7
7356043,153.175,8
8333964,157.94,9
9350060,157.86,10
10347558,157.915,11
11335041,171.01,12
12310551,171.475,13
13280438,167.27,14
14260249,167.375,15
15263772,165.14,16
16265764,165.24,17
17260516,171.38,18
18259289,168.295,19
19254007,170.725,20
20226545,173.145,21
21216369,172.505,22
22204316,218.99,23
23191771,219.405,24
24176423,217.675,25
25161094,219.915,26
26151153,217.44,27
